donation_id,amount,sybil_score,tx_hash,created_at,donor_id,proposal_id
54d7490d-c164-45d4-97c9-b83e60af1489,443.13000000,0.65,0x009404b6,2025-12-02 21:22:14.817168+04,02c3e5ef-73c8-466f-ada5-793f50ee8046,791c1a6a-efe2-462b-ae19-16ad13d23378
94d64c1e-a40f-469d-abbd-ff109adac035,488.49000000,0.7,0xdca32ee1,2025-12-02 21:22:14.817305+04,c9d7d24a-a176-4e63-a00d-0bf932d564cb,4728cf16-2000-4a9b-b2c4-8b505e59d0f3
92c736be-ae00-4000-afb0-eb1a971faec3,473.51000000,0.92,0x0b3c3d9e,2025-12-02 21:22:14.817452+04,a8c39bfb-7e4c-45b8-917e-34029f1f7ca0,93dbfcb0-0470-408c-97e2-ee5e07686971
291e3e62-8825-4c45-93cf-551806e55acd,426.42000000,0.73,0x79babc8b,2025-12-02 21:22:14.817596+04,46232977-d53b-4523-8048-f8420ccb9a22,d1c9cc05-2ad5-4b37-a437-7d48427cef7e
fd247cd5-ae39-4716-9325-f33d621a930e,160.18000000,0.77,0x553b7907,2025-12-02 21:22:14.817743+04,6e6c6a30-96ab-4938-a42e-d4769d962f08,fde4181d-e1a0-4f02-89bd-aeeecc2fc858
229f0f1e-9da8-4386-97b9-fdc2eae28fa5,425.12000000,0.73,0xb3ba4b6b,2025-12-02 21:22:14.817884+04,02c3e5ef-73c8-466f-ada5-793f50ee8046,a2e28012-aa86-41d8-85fb-721f0c69059f
6aad34b6-411e-4bd9-811a-97c9defe4ae4,406.27000000,0.97,0x92955a65,2025-12-02 21:22:14.818025+04,a8c39bfb-7e4c-45b8-917e-34029f1f7ca0,e9e4abbc-1f87-40b6-9f15-2f5c8adf6c38
e4c7a62c-4fe7-4984-8634-f292f03f1b16,214.10000000,0.9,0xeaaccf8d,2025-12-02 21:22:14.818174+04,12380bf9-59ed-47b7-a2f2-067203ab3e99,9d991a22-418b-4792-b692-1fe155775761
2d0a4689-bef4-43e2-b7c8-1a680e05826c,21.86000000,0.67,0x7326ede2,2025-12-02 21:22:14.818316+04,2f80b278-e13b-4aa6-b1a7-4f6cc1d0aeb0,1f33734c-54d0-40b0-85f6-fa55c4dd6c97
0ec95e5b-4edb-4516-bbed-770c03ae0639,172.02000000,0.8,0x8c844a70,2025-12-02 21:22:14.818456+04,193608b4-2f2a-487f-afc6-43913a08b450,3398a848-d428-43ff-b88d-d99f98f78c9b
e0d6e4af-d78e-4cde-86cc-a45330335ba7,480.24000000,0.6,0xe23bc6f7,2025-12-02 21:22:14.818601+04,8f67361a-44e7-47de-8061-1a614091ca52,d59bcb69-29eb-4c4b-ad07-c648b3df9ca8
273673b0-cd11-4479-b59d-7d69d66b3308,230.46000000,0.82,0x1160149f,2025-12-02 21:22:14.81889+04,1b5d3f71-36be-4b56-ae49-38e99be73bf6,d1c9cc05-2ad5-4b37-a437-7d48427cef7e
7c3f9777-4566-4de8-82eb-288d9c7282b5,138.56000000,0.98,0x10bf0641,2025-12-02 21:22:14.819045+04,4ec7cd28-4727-4632-bd49-d5d714b2d430,b49774c0-14c9-41b9-be18-5c58b2f77d0a
fd50390e-d461-4809-bf68-98bb618ab32f,105.41000000,0.6,0x53156315,2025-12-02 21:22:14.819195+04,4ec7cd28-4727-4632-bd49-d5d714b2d430,fde4181d-e1a0-4f02-89bd-aeeecc2fc858
df8a085b-d291-42d4-8b05-192980b35c4e,70.82000000,0.9,0x3f186ef2,2025-12-02 21:22:14.819335+04,cdd5ab21-a11b-4cad-b3f0-586899669f6f,aff393a0-cdf4-419b-9c24-95bbc84ff487
7cb13357-71d7-418a-895a-4dfa310458ac,96.73000000,0.81,0x9965bb01,2025-12-02 21:22:14.819474+04,89065879-c933-41c2-8548-28819022205b,e8471d2b-8bc3-442b-8b9c-6858acd254ef
4e449b7b-e3ed-4fa5-b65e-527954143201,495.68000000,0.53,0xe96763ed,2025-12-02 21:22:14.819627+04,2f80b278-e13b-4aa6-b1a7-4f6cc1d0aeb0,78a39ede-94f4-4131-8e0e-cd6dced1059e
2d2ed266-a6c2-4196-b894-52c1289e7067,481.20000000,0.67,0xbf9bf775,2025-12-02 21:22:14.819777+04,193608b4-2f2a-487f-afc6-43913a08b450,25b03d56-28a6-4c6a-be82-ee222c4053ad
11bc68cf-4dc2-4090-b373-ecd3d8d5dda0,361.38000000,0.9,0xf917b6cb,2025-12-02 21:22:14.819928+04,5ff54696-e58c-4765-bb33-5360fa2ed6eb,93dbfcb0-0470-408c-97e2-ee5e07686971
d1906007-130f-491e-b499-ce2ce568b4b6,176.43000000,0.69,0x6dea5579,2025-12-02 21:22:14.820075+04,7e04263a-dcdf-49ec-9c82-f3a2705301d1,9678aa31-c9d1-488e-a75d-cc40a1b4bc04
35305da6-d68f-4aef-95d6-7fc84c74a7f4,344.46000000,0.83,0x2b2d3dcc,2025-12-02 21:22:14.820222+04,7cbf338e-50e8-4283-a08c-0201d820252a,bf6df7bb-506a-400f-b907-e8f4f4f97807
2cb1fa6d-2edb-4abe-902f-e8556164778f,492.06000000,0.68,0xea97cb8f,2025-12-02 21:22:14.820373+04,5ff54696-e58c-4765-bb33-5360fa2ed6eb,ec31ea68-643a-4ee9-8996-ebe6808efc75
5327375d-1783-4c83-be2e-b98fbc5fc759,234.21000000,0.71,0xde4678b2,2025-12-02 21:22:14.820522+04,12fef95e-2cc6-4823-bef6-8fbf07609a72,d59bcb69-29eb-4c4b-ad07-c648b3df9ca8
4078a419-1eca-42df-8e27-c9d7e3681301,316.24000000,0.9,0x351a5e0f,2025-12-02 21:22:14.820671+04,0f5f1d3d-d638-42e2-8be6-3e241f283daa,9678aa31-c9d1-488e-a75d-cc40a1b4bc04
5a4b3dbc-e578-4e84-b86a-57ec2f702dc3,119.24000000,0.75,0x28a12128,2025-12-02 21:22:14.820978+04,4ec7cd28-4727-4632-bd49-d5d714b2d430,d1c9cc05-2ad5-4b37-a437-7d48427cef7e
cbd8b572-5d93-40b2-93f6-22cd2e23b468,88.08000000,0.76,0xced4eb92,2025-12-02 21:22:14.821128+04,12380bf9-59ed-47b7-a2f2-067203ab3e99,3795216e-b840-4e10-b843-ab1b0fbda31e
d1e0607d-d974-459d-bb28-b6aa8951a0cb,437.54000000,0.55,0x18d82a6a,2025-12-02 21:22:14.821273+04,4ec7cd28-4727-4632-bd49-d5d714b2d430,a92e4726-a206-4094-a7ac-48039d26c2d9
c63b99f4-d52a-4f24-ab6b-3d42399286ca,138.60000000,0.79,0xf3817800,2025-12-02 21:22:14.821414+04,12fef95e-2cc6-4823-bef6-8fbf07609a72,4c73c3cb-5d1d-4916-84d5-791341654ad9
7691cced-634a-4886-a620-793bbe3c8526,271.15000000,0.84,0x428aad2e,2025-12-02 21:22:14.821556+04,f079b562-f71c-4a02-9a2d-aa86da90e3d6,ab71adcc-042d-4c08-b6b2-f4706630562d
640601de-5dac-4ac8-9310-0e4e1c57d228,456.65000000,0.92,0xf177b3ce,2025-12-02 21:22:14.821697+04,193608b4-2f2a-487f-afc6-43913a08b450,791c1a6a-efe2-462b-ae19-16ad13d23378
370b6b25-7345-4f57-84e2-b8a8b2c65746,111.82000000,0.97,0x81343180,2025-12-02 21:22:14.82184+04,fd2b5903-44bd-41fd-a26c-a8bb81cd4dbf,d59bcb69-29eb-4c4b-ad07-c648b3df9ca8
8ed278e5-8436-47a9-941e-e275eea18992,346.66000000,0.91,0xc9da81d2,2025-12-02 21:22:14.821983+04,0f5f1d3d-d638-42e2-8be6-3e241f283daa,93dbfcb0-0470-408c-97e2-ee5e07686971
7040c9b8-0293-4cc6-8304-d6bec7200ef3,136.09000000,0.69,0x28d94a3b,2025-12-02 21:22:14.822123+04,d5479129-3ab8-4196-9266-5843aeac92a0,3398a848-d428-43ff-b88d-d99f98f78c9b
ae31f6b0-ad52-4748-92c8-fabaa4b31f6f,321.85000000,0.55,0x362b004c,2025-12-02 21:22:14.822261+04,59a192de-977f-4b99-9aa4-88c191b5fd51,dbfc0265-a7ea-46a0-bd5d-c692724b7823
7c795d92-3e06-40d1-bbfb-61b32339e3fa,120.00000000,0.92,0xac2f26c7,2025-12-02 21:22:14.822403+04,d5479129-3ab8-4196-9266-5843aeac92a0,ada9f2c0-dfcd-46fb-80dd-bc0e7820a6a1
28190fc7-6063-4c02-a6d8-561a2c8ce487,114.26000000,0.59,0x049b438b,2025-12-02 21:22:14.822547+04,a8c39bfb-7e4c-45b8-917e-34029f1f7ca0,1f33734c-54d0-40b0-85f6-fa55c4dd6c97
ceba8d94-fefb-4ea3-9a8f-87f9b5a6afdf,160.87000000,0.86,0x24ecc8c4,2025-12-02 21:22:14.822687+04,a8c39bfb-7e4c-45b8-917e-34029f1f7ca0,3398a848-d428-43ff-b88d-d99f98f78c9b
f5e2f4dd-07a4-44c9-afb5-b9c492401e32,355.89000000,0.53,0xf3aee52f,2025-12-02 21:22:14.822832+04,193608b4-2f2a-487f-afc6-43913a08b450,fde4181d-e1a0-4f02-89bd-aeeecc2fc858
3030b41e-ed59-4f66-95a8-c97093ccf8a2,450.95000000,0.79,0x1c9b7767,2025-12-02 21:22:14.822973+04,4fc9fddd-7388-4421-adb1-32485d6eaf58,93dbfcb0-0470-408c-97e2-ee5e07686971
83c28e55-bae0-4cc3-9a7f-4b9f4cc4b971,487.52000000,0.55,0x47990f67,2025-12-02 21:22:14.823115+04,89065879-c933-41c2-8548-28819022205b,bf6df7bb-506a-400f-b907-e8f4f4f97807
5b41f935-f1a9-427c-9e87-8f8bf7fca930,221.15000000,0.5,0x8d6f4487,2025-12-02 21:22:14.823258+04,8f67361a-44e7-47de-8061-1a614091ca52,b99822be-e8e7-4abe-9352-c6b41785045a
f6bbc930-27b6-4793-bbbf-b3d992f9f23f,276.62000000,0.85,0x55a57ba4,2025-12-02 21:22:14.823399+04,5ff54696-e58c-4765-bb33-5360fa2ed6eb,dbfc0265-a7ea-46a0-bd5d-c692724b7823
c820a58a-204b-4eea-bd5d-4d88d000961d,492.86000000,0.9,0x2afdfea8,2025-12-02 21:22:14.82353+04,8f67361a-44e7-47de-8061-1a614091ca52,78a39ede-94f4-4131-8e0e-cd6dced1059e
93e536fb-b0ab-4380-a6bc-bd39fba36518,166.32000000,0.65,0xe2e75ada,2025-12-02 21:22:14.823718+04,4ec7cd28-4727-4632-bd49-d5d714b2d430,d59bcb69-29eb-4c4b-ad07-c648b3df9ca8
ed8a110c-edbd-4324-82f5-4ab5969fba2c,484.62000000,0.62,0xf4547477,2025-12-02 21:22:14.823874+04,7e04263a-dcdf-49ec-9c82-f3a2705301d1,84ff3b0d-6d0a-41c0-b697-2d181ddf9aae
2d14a76b-e2c5-4640-b7a1-5bfa437bbd0f,165.32000000,0.81,0x1b66e7b5,2025-12-02 21:22:14.824019+04,16c4be2e-1257-475b-aaf5-540309728312,9d496a90-c650-42b3-823a-27be5be5aac7
0244d71d-8509-44cb-82b6-975b5bd95c9d,361.84000000,0.89,0x3cf6488b,2025-12-02 21:22:14.824166+04,7cbf338e-50e8-4283-a08c-0201d820252a,84ff3b0d-6d0a-41c0-b697-2d181ddf9aae
1012462b-c57c-43c2-b49e-5a0657dc1c70,225.24000000,0.68,0x66264436,2025-12-02 21:22:14.824362+04,7e04263a-dcdf-49ec-9c82-f3a2705301d1,73663751-66d3-4433-acce-9641baa3191c
571c3928-1814-46ca-84d6-37d5047883bc,94.72000000,0.54,0x2659dc3d,2025-12-02 21:22:14.824688+04,bbfa8bf4-8e24-4cd7-a7f6-4c1c0c7c612a,fde4181d-e1a0-4f02-89bd-aeeecc2fc858
492a2c4c-fcf7-4f03-a1f8-d30b4ed45037,228.98000000,0.76,0x28daaeb7,2025-12-02 21:22:14.824859+04,c9d7d24a-a176-4e63-a00d-0bf932d564cb,fde4181d-e1a0-4f02-89bd-aeeecc2fc858
9e752420-ca65-4fab-b777-f01e88b4af81,249.03000000,0.72,0x1a1302f2,2025-12-02 21:22:14.825018+04,bb492984-bd52-48e1-a9e3-5465cbd7bf78,3398a848-d428-43ff-b88d-d99f98f78c9b
cb0c4da4-a7d0-49cd-9ef6-d3970ae47be0,499.32000000,0.79,0x67414c54,2025-12-02 21:22:14.825161+04,12380bf9-59ed-47b7-a2f2-067203ab3e99,4728cf16-2000-4a9b-b2c4-8b505e59d0f3
f2817448-f345-4805-b56d-c62e1c6a570d,221.64000000,0.61,0x4012ce18,2025-12-02 21:22:14.825306+04,59a192de-977f-4b99-9aa4-88c191b5fd51,b99822be-e8e7-4abe-9352-c6b41785045a
f294a9e3-59c8-48fd-9fe7-ce95ba9b35bc,295.89000000,0.72,0xcc5343c2,2025-12-02 21:22:14.825444+04,2f80b278-e13b-4aa6-b1a7-4f6cc1d0aeb0,a92e4726-a206-4094-a7ac-48039d26c2d9
c9f102b9-831c-4467-889a-f1f8daa1821c,64.32000000,0.68,0xb1d55ede,2025-12-02 21:22:14.825583+04,38c902eb-bdce-4125-8ea8-94a2dbcfe0f1,791c1a6a-efe2-462b-ae19-16ad13d23378
e536cc79-5f3b-4909-adb9-b3bc42f78910,85.90000000,0.68,0xc4e02b03,2025-12-02 21:22:14.825725+04,1b5d3f71-36be-4b56-ae49-38e99be73bf6,3795216e-b840-4e10-b843-ab1b0fbda31e
48238c7b-28b4-4930-a349-4789b159d16b,53.37000000,0.64,0x2c5d4167,2025-12-02 21:22:14.825879+04,a8c39bfb-7e4c-45b8-917e-34029f1f7ca0,ec31ea68-643a-4ee9-8996-ebe6808efc75
8b3dd120-55ae-4cfc-9830-e3a8edd301d9,89.12000000,0.69,0x350d055f,2025-12-02 21:22:14.826028+04,f079b562-f71c-4a02-9a2d-aa86da90e3d6,78a39ede-94f4-4131-8e0e-cd6dced1059e
e5a681be-62f2-48e4-b3dd-bbb51e0ecad3,405.69000000,0.66,0xabe3e279,2025-12-02 21:22:14.826181+04,31777133-e122-4a89-9074-b8f6512c8671,3795216e-b840-4e10-b843-ab1b0fbda31e
ae2d6332-8e99-43d4-b488-a249bc9cd70b,440.15000000,0.84,0x649c4ba3,2025-12-02 21:22:14.826328+04,16c4be2e-1257-475b-aaf5-540309728312,dbfc0265-a7ea-46a0-bd5d-c692724b7823
f356565c-4640-4d62-83cd-875b0bea796e,469.26000000,0.93,0x48b63512,2025-12-02 21:22:14.826477+04,bb492984-bd52-48e1-a9e3-5465cbd7bf78,d59bcb69-29eb-4c4b-ad07-c648b3df9ca8
1fd033ce-d021-409a-9fb0-b97a238dd9e5,145.52000000,0.76,0x65888bcc,2025-12-02 21:22:14.82662+04,59a192de-977f-4b99-9aa4-88c191b5fd51,9678aa31-c9d1-488e-a75d-cc40a1b4bc04
94225fdd-858e-41fa-a9a3-c119538b16fa,484.67000000,0.64,0xf6d7f4e3,2025-12-02 21:22:14.826767+04,cdd5ab21-a11b-4cad-b3f0-586899669f6f,93dbfcb0-0470-408c-97e2-ee5e07686971
0de3ad1c-5235-49eb-8d86-1cf669b6b606,107.64000000,0.92,0x11cea31b,2025-12-02 21:22:14.826916+04,89065879-c933-41c2-8548-28819022205b,a2e28012-aa86-41d8-85fb-721f0c69059f
e980d7b0-8962-440c-9737-9c0699e9af5f,332.78000000,0.74,0xfa14aabf,2025-12-02 21:22:14.827063+04,fd2b5903-44bd-41fd-a26c-a8bb81cd4dbf,9d991a22-418b-4792-b692-1fe155775761
46f3a9f5-756d-4ee6-b34a-efbe05c95cd0,393.14000000,0.53,0xafb43721,2025-12-02 21:22:14.827211+04,59a192de-977f-4b99-9aa4-88c191b5fd51,e8471d2b-8bc3-442b-8b9c-6858acd254ef
15a5cc64-232b-46d5-a241-828a78a5dad9,288.93000000,0.93,0x336df40d,2025-12-02 21:22:14.827355+04,6e6c6a30-96ab-4938-a42e-d4769d962f08,b49774c0-14c9-41b9-be18-5c58b2f77d0a
3fe8523c-790e-476e-918e-3a3457eb9478,358.21000000,0.97,0xd5847d2f,2025-12-02 21:22:14.827499+04,89065879-c933-41c2-8548-28819022205b,78a39ede-94f4-4131-8e0e-cd6dced1059e
6d8e4416-1bfb-4f95-a816-35b35f7571fe,269.39000000,0.85,0x410de062,2025-12-02 21:22:14.827645+04,16c4be2e-1257-475b-aaf5-540309728312,9678aa31-c9d1-488e-a75d-cc40a1b4bc04
f7967579-99bc-4b8e-b254-7392f968cd6b,329.65000000,0.74,0x928d10c3,2025-12-02 21:22:14.827791+04,38c902eb-bdce-4125-8ea8-94a2dbcfe0f1,9d991a22-418b-4792-b692-1fe155775761
abc18006-c6a0-4940-87a7-a7f72d13fff3,499.08000000,0.93,0x5b2b8ae3,2025-12-02 21:22:14.827937+04,31777133-e122-4a89-9074-b8f6512c8671,b49774c0-14c9-41b9-be18-5c58b2f77d0a
22121924-ca13-4e64-8642-3c77918d3711,429.07000000,0.92,0xbedade38,2025-12-02 21:22:14.828084+04,46232977-d53b-4523-8048-f8420ccb9a22,9d991a22-418b-4792-b692-1fe155775761
7065ae31-5b9c-4de4-9ab6-1a056c8dc227,488.44000000,0.98,0xb51a56bd,2025-12-02 21:22:14.828222+04,12380bf9-59ed-47b7-a2f2-067203ab3e99,fde4181d-e1a0-4f02-89bd-aeeecc2fc858
9864eef2-ee11-4337-88a6-1e12232cee3f,265.69000000,0.72,0xa9cc5b37,2025-12-02 21:22:14.828494+04,6e6c6a30-96ab-4938-a42e-d4769d962f08,d1c9cc05-2ad5-4b37-a437-7d48427cef7e
68ac92da-0fb3-4556-96a8-da1364f942cb,44.96000000,0.53,0x7f0d5954,2025-12-02 21:22:14.828641+04,7cbf338e-50e8-4283-a08c-0201d820252a,dbfc0265-a7ea-46a0-bd5d-c692724b7823
1afb3d9e-de14-413b-a5d4-0ad190faec59,304.95000000,0.76,0xebfd19f9,2025-12-02 21:22:14.828777+04,59a192de-977f-4b99-9aa4-88c191b5fd51,a2e28012-aa86-41d8-85fb-721f0c69059f
a509cd3b-125c-467d-9542-7246d2e466a7,307.72000000,0.73,0xca190451,2025-12-02 21:22:14.828913+04,cdd5ab21-a11b-4cad-b3f0-586899669f6f,fde4181d-e1a0-4f02-89bd-aeeecc2fc858
2ffb5465-176b-4c1b-b023-08f9e7e282a2,276.24000000,0.93,0xf956e31f,2025-12-02 21:22:14.829049+04,7cbf338e-50e8-4283-a08c-0201d820252a,9d496a90-c650-42b3-823a-27be5be5aac7
a8e80e0d-07e6-4d07-9c38-f4271fe10b7c,202.40000000,0.55,0x7a9f47d7,2025-12-02 21:22:14.829184+04,f079b562-f71c-4a02-9a2d-aa86da90e3d6,ec31ea68-643a-4ee9-8996-ebe6808efc75
95628e8c-95f4-417d-af3a-01e03a4484a5,182.74000000,0.68,0x1b906665,2025-12-02 21:22:14.829312+04,16991a51-e937-4d98-8c60-9668f49afa00,73663751-66d3-4433-acce-9641baa3191c
94ae919d-4494-4276-97c9-962587c3b6a8,226.88000000,0.65,0x1ec602e7,2025-12-02 21:22:14.829446+04,89065879-c933-41c2-8548-28819022205b,84ff3b0d-6d0a-41c0-b697-2d181ddf9aae
c6c47608-abc8-495d-85b0-411d8f40da49,244.63000000,0.95,0xa556f274,2025-12-02 21:22:14.829584+04,c9d7d24a-a176-4e63-a00d-0bf932d564cb,9d991a22-418b-4792-b692-1fe155775761
5fe2ff7b-d974-4623-9953-f5bfa4d98eca,17.93000000,0.98,0x1c292a8a,2025-12-02 21:22:14.829719+04,7e04263a-dcdf-49ec-9c82-f3a2705301d1,d1c9cc05-2ad5-4b37-a437-7d48427cef7e
71179c1a-21e0-463b-b8fd-dfdf0d32c8c9,7.99000000,0.94,0xca1503f4,2025-12-02 21:22:14.829857+04,7e04263a-dcdf-49ec-9c82-f3a2705301d1,bf6df7bb-506a-400f-b907-e8f4f4f97807
a8a64ac7-458d-4cb1-a6c0-062a4e67150c,373.06000000,0.65,0xcab03d59,2025-12-02 21:22:14.829994+04,6e6c6a30-96ab-4938-a42e-d4769d962f08,aff393a0-cdf4-419b-9c24-95bbc84ff487
67447bda-dee6-491f-9950-90f8ab4e4be1,339.22000000,0.75,0x2a40daaf,2025-12-02 21:22:14.830127+04,31777133-e122-4a89-9074-b8f6512c8671,9678aa31-c9d1-488e-a75d-cc40a1b4bc04
a17fb9f7-011a-4387-82dc-f2e0e446f0ba,826.34688505,0.1,d47375087d6753f43136ae4dfd57ad0bb2c43542a6c0eb45920e2e77ecb1a9f8,2025-12-02 21:44:46.641586+04,304c1ed3-b65f-4e5f-b46c-09a340b75868,8f6718f7-543f-4b6f-8f1b-a31c6e713f3c
387dafed-6436-448f-8839-8993bfec8192,582.49660948,0.84,e37bb1bafd0b7b474257c8d2f86ae4161acc42a42bb670f12ceb2324d00b733e,2025-12-02 21:44:46.642019+04,304c1ed3-b65f-4e5f-b46c-09a340b75868,9d7d6de2-71d2-413b-9743-41ee00a2e44a
25357b2f-3f19-49c3-93e4-6fd7e72e9841,314.58496769,0.23,bf5b600e26e079cfc8f810e57bf72b18c89e5a235bea86eeff11cc51959c5458,2025-12-02 21:44:46.64225+04,146957a1-2d48-4357-9cfb-c62cfb5df4c6,7a3ea59f-2771-4f91-a230-433792f01bf0
3617bcc7-3928-40fb-9597-f6eb737ef266,745.81890037,0.76,45f634ba26087d309d54827dfa3a77558e24f71a406f4d7df31db0d0a78986c6,2025-12-02 21:44:46.642481+04,1425aa58-aff5-4ed7-a454-7fcac7a47f43,8ace70b8-6053-475d-b1ae-7ae0ec07d157
8c937734-0843-4b4a-8ddc-e07a04672cb6,328.43656487,0.51,89b74e05ec09779af9769eb25ee4bbfce560c1f5fb57dc55891c18a9d074fe79,2025-12-02 21:44:46.643171+04,1425aa58-aff5-4ed7-a454-7fcac7a47f43,ad55b259-4324-48e7-9aa2-e7e8b1469593
b81f8e82-e85f-4615-b1e8-ec04ea00a8af,874.11128054,0.47,975ecaeb6c9f9471478ba8e1734d7d81482c50119453406656fcda315917f93c,2025-12-02 21:44:46.643366+04,146957a1-2d48-4357-9cfb-c62cfb5df4c6,acc6ed8f-d81e-42de-b4db-bbfdf45682ec
7419e55d-17eb-4ebb-ac46-44273d2976aa,886.23509465,0.17,7d13ba59474f33775dc55186835af952cdf2b6fd9440f4543ef8a647f6367221,2025-12-02 21:44:46.643511+04,304c1ed3-b65f-4e5f-b46c-09a340b75868,7abe12e3-822d-4715-bc51-8ec6fd3ff80d
419e97a1-388a-4f0f-bcca-8fed9b042aea,872.26166758,0.97,061f5194285f3f93b859b53f7b9ce9bca74961a9b8bed7de3c28d00fbda60a3e,2025-12-02 21:44:46.643654+04,b1475c81-6a0c-44c8-bb4f-8cc3b84ec413,6bf9a411-33bf-4890-9d6c-7895bf044290
27582943-7158-470f-9387-76b5bd13c78c,614.78653159,0.21,ddc8b4fa422ae744cb171aa3af1bb6519627822b5f2bdd00355f4ccda32247a2,2025-12-02 21:44:46.643788+04,696e4ba1-94c0-429a-a4de-926b60cff2de,a9547d9f-73e9-4cc8-9bae-17ed15f03dde
7b71e6b8-44dc-4db4-8c6e-fef7415fac4d,448.11002933,0.72,58fcf946c2178f05473ad8f571426435a75d5920ffbd340048d25634d2aaa5d4,2025-12-02 21:44:46.643944+04,696e4ba1-94c0-429a-a4de-926b60cff2de,b8914621-a6e0-458d-97c8-1cc7bb712085
3c281d40-e082-4d21-96c5-1e1ba3a01fb8,194.51492362,0.17,178f0fb406d541ed7a03a234bafbff73172d53694fbdaab3bec871ea6a67424d,2025-12-02 21:44:46.644102+04,301f6484-137b-4c8a-a80f-4bad0c31fbbc,1e30bd50-c307-4079-ace3-ec42a957372f
99274ffe-3f60-4e97-b02e-efadcc244cf3,553.59406012,0.87,f1882c0ea8fd893a2e9380824ca807c7482ce0c22e818f9c4cac74581997a3c5,2025-12-02 21:44:46.644261+04,146957a1-2d48-4357-9cfb-c62cfb5df4c6,acc6ed8f-d81e-42de-b4db-bbfdf45682ec
a1078b54-718b-45f2-9b1d-91129c64e198,310.07619889,0.95,da5fc09d4350c93859d0e9567f18f5fca8f2d9bc9f21389bdcb44387b92f7ea1,2025-12-02 21:44:46.644419+04,301f6484-137b-4c8a-a80f-4bad0c31fbbc,b8914621-a6e0-458d-97c8-1cc7bb712085
a24fe315-070d-42f6-aa32-303c0f55ee83,968.06893825,0.48,57eb6144c2a4b77448e79de64592ea255283813d16b44596bfdc686f2bedce27,2025-12-02 21:44:46.644577+04,301f6484-137b-4c8a-a80f-4bad0c31fbbc,4fa869ee-9174-4454-91f6-5948286badf6
b46a72f5-1620-4378-bd43-ebce05243440,889.38059971,0.53,5def171ca86ea0b18a21bebb82d4726dc9d71d8a0e484a45b47e85f769cbf6eb,2025-12-02 21:44:46.644732+04,304c1ed3-b65f-4e5f-b46c-09a340b75868,acc6ed8f-d81e-42de-b4db-bbfdf45682ec
dda9af64-605c-4603-874f-07de57551817,914.04717168,0.61,2c9d08e22fb0669a01d8e3a492a7918fca3c75b428c7763f03059210f0dc7206,2025-12-02 21:44:46.64489+04,c7fe865c-9939-4d25-886e-5f2d068e6de4,045ff61d-c031-4f6b-a8e0-1e141f0ee938
39d8dd99-8e80-4ef7-ac45-7b2c1ae105a3,355.62387089,0.89,71d46de3091c398346edf3bae970bddff0c8b9d8b917b08fc091487410877c64,2025-12-02 21:44:46.645045+04,9719ff6f-8188-4c1f-aa27-4f1d21106015,7a3ea59f-2771-4f91-a230-433792f01bf0
e29e0385-30e5-4cd5-910d-3f74d9beda53,671.15331886,0.92,218ee7c9aa0b7b6f5bec6d631339e80068d162495190c0aa962804788a90eac5,2025-12-02 21:44:46.645202+04,31e6d727-17fa-4408-b4c2-4bf880d01876,8ace70b8-6053-475d-b1ae-7ae0ec07d157
0d8e1d7b-eea3-4e5f-8c42-76f7164a64b1,251.89069946,0.74,0deb7e971f0013849f8b47113dcff3b10bf9c1e9d298b50d2c833b68443e04d3,2025-12-02 21:44:46.64536+04,1184f41e-c73b-4e35-b60e-6a21c32d83d4,14db054b-b901-4b5d-9fe4-b5a5cbd5be06
24745363-2979-42d5-afb6-5a07fae706a9,980.55551350,0.76,83c50868dda23af20b3b3639cfa1dcb7f56deebb37df20ddc247c1b08ed892c5,2025-12-02 21:44:46.645515+04,f7b36bc7-d94c-4c7d-83c9-d5bc75dc5ced,ad55b259-4324-48e7-9aa2-e7e8b1469593
3ff0dee1-f9a4-432a-a8e6-e3b84d8f5c47,211.32000367,0.6,64af48e2ed80e3dc8b6c493fdd08a1b4eed59ce48390a1d239fcfa61d9d76d96,2025-12-02 21:44:46.645668+04,146957a1-2d48-4357-9cfb-c62cfb5df4c6,14db054b-b901-4b5d-9fe4-b5a5cbd5be06
98f43a71-f790-486e-b00a-f11916b11da2,546.00063150,0.18,11b1be99942eba742a20722cd4776304cf3088770bb40455ecbdd6865702a6c9,2025-12-02 21:44:46.645823+04,304c1ed3-b65f-4e5f-b46c-09a340b75868,75e8ce02-cdcd-48d6-907e-a7c5958a8e55
b62aae0b-e087-43fc-8f45-44aedca1e436,654.31653154,0.12,f6aed56649e4e664fd449aa07f35e9596c2374222ee47b2348b510306148093e,2025-12-02 21:44:46.645989+04,f7b36bc7-d94c-4c7d-83c9-d5bc75dc5ced,045ff61d-c031-4f6b-a8e0-1e141f0ee938
4a8ced33-397c-4a9d-aeda-c6dc0207cb4a,450.46926014,0.91,271c2fae9c99185e42319859eb2bb22c5486e159c96522a890266f4f0bd3989d,2025-12-02 21:44:46.646144+04,f7b36bc7-d94c-4c7d-83c9-d5bc75dc5ced,4fa869ee-9174-4454-91f6-5948286badf6
956e6665-3482-46b5-800e-ee98c71f05e5,665.26552197,0.55,2ba37128b5872a1f28b91ee75b4c709d5f130bfceba052910882be0708463cf6,2025-12-02 21:44:46.6463+04,1425aa58-aff5-4ed7-a454-7fcac7a47f43,ad55b259-4324-48e7-9aa2-e7e8b1469593
